id,cuisine
41992,mexican
10618,brazilian
2870,italian
49226,italian
10052,french
39400,italian
8410,mexican
15752,indian
18854,italian
28448,southern_us
27260,italian
1083,french
21430,italian
46343,italian
12493,italian
14251,southern_us
37764,french
3912,italian
28477,italian
25100,italian
44515,spanish
36019,southern_us
44471,italian
27855,indian
47538,southern_us
16954,indian
5730,brazilian
29892,indian
25581,italian
43708,indian
49152,mexican
40984,mexican
13050,italian
15031,italian
42841,french
16325,southern_us
1866,french
29547,southern_us
24281,italian
49183,southern_us
41136,italian
15790,japanese
23832,japanese
4231,indian
5306,mexican
40103,italian
45908,mexican
34333,french
19999,mexican
9304,indian
11613,mexican
30183,italian
14480,korean
26493,korean
46415,mexican
23012,indian
2981,italian
31371,indian
8119,italian
48376,japanese
42957,mexican
18688,southern_us
38876,italian
11197,italian
48216,italian
24611,french
16761,french
47345,italian
16477,spanish
31855,italian
403,italian
48608,mexican
1985,french
36249,italian
27201,chinese
22141,italian
34166,cajun_creole
4721,southern_us
44230,mexican
21409,italian
29986,italian
15401,indian
32341,italian
46266,italian
6633,indian
42713,indian
9117,russian
16266,italian
36470,southern_us
16164,mexican
34712,chinese
29117,southern_us
34991,indian
24906,italian
36954,italian
29979,italian
16710,italian
48056,italian
24035,filipino
32656,indian
45875,french
1735,thai
35986,italian
45005,southern_us
46636,indian
31507,southern_us
31348,mexican
28362,italian
33305,indian
36747,cajun_creole
39897,irish
27450,japanese
49579,korean
24426,mexican
11507,italian
6093,indian
49338,greek
11560,italian
49597,mexican
17865,mexican
5995,mexican
9707,mexican
6888,mexican
46148,japanese
19940,british
34637,italian
14214,italian
15805,french
34328,chinese
27174,british
24919,italian
33206,mexican
10745,indian
41550,indian
5008,italian
10685,mexican
15287,italian
25701,french
31525,italian
27096,chinese
36113,japanese
48480,french
1944,italian
26314,italian
10478,mexican
15149,french
5024,british
1676,french
2869,italian
20079,french
8053,indian
6212,italian
13557,indian
9735,filipino
39956,italian
21569,mexican
3269,italian
4461,cajun_creole
41598,italian
44612,southern_us
20150,french
7278,italian
35809,indian
21612,mexican
20357,british
23355,italian
27727,italian
34021,filipino
9970,mexican
36438,italian
12079,southern_us
22380,indian
28065,japanese
49690,italian
48671,spanish
18509,southern_us
8903,italian
23374,japanese
22475,italian
28418,chinese
42625,brazilian
44840,italian
42121,indian
2243,spanish
18032,japanese
19392,mexican
25679,french
11223,mexican
35867,italian
33842,mexican
12676,southern_us
38377,indian
344,indian
11864,irish
16895,italian
3001,mexican
19195,japanese
3635,french
23150,russian
17502,indian
16405,italian
34160,french
34495,italian
18377,french
18988,indian
24880,italian
48302,italian
33358,italian
20732,filipino
22094,italian
8638,italian
35556,mexican
27248,indian
15746,italian
46404,southern_us
23323,greek
39018,southern_us
23510,italian
27710,french
30540,indian
48945,southern_us
37197,indian
27343,chinese
29349,mexican
38383,irish
46758,italian
24859,chinese
18292,italian
32450,italian
35936,indian
36789,italian
19804,mexican
16604,italian
585,southern_us
29352,mexican
48392,italian
44324,italian
5012,southern_us
19487,italian
17263,mexican
26127,french
39464,italian
4870,japanese
16171,italian
308,italian
19155,southern_us
18736,brazilian
43352,southern_us
24652,mexican
44181,cajun_creole
36237,indian
30286,italian
4019,french
20111,southern_us
35543,italian
25992,japanese
8275,mexican
49613,japanese
45149,italian
38610,indian
18111,mexican
35670,italian
30349,japanese
12034,japanese
20729,italian
11458,cajun_creole
16423,mexican
47404,italian
43875,british
43513,southern_us
21894,italian
9350,italian
18519,mexican
4651,mexican
14831,mexican
32530,southern_us
44131,indian
36724,southern_us
20264,italian
4994,indian
47875,french
1952,british
6792,indian
44853,french
13807,italian
14303,french
27449,mexican
20389,italian
32028,french
9758,mexican
15295,british
14904,spanish
9534,italian
46950,italian
15648,mexican
44473,italian
29833,italian
3015,italian
43675,french
3329,mexican
27359,mexican
18163,italian
45238,indian
2146,indian
17194,french
15864,filipino
6084,irish
44220,italian
1843,filipino
4777,italian
27182,italian
47648,italian
30068,southern_us
36696,mexican
47909,italian
19016,mexican
32683,japanese
224,italian
2031,italian
26715,japanese
23886,mexican
28724,french
46037,italian
38683,chinese
19328,indian
15324,italian
20480,italian
43132,mexican
25028,italian
15859,french
13023,indian
27838,mexican
3661,indian
35313,mexican
45668,cajun_creole
3070,italian
20607,italian
33560,indian
43354,italian
19935,italian
45795,southern_us
42932,mexican
42059,italian
47601,mexican
31240,chinese
5339,southern_us
8192,italian
4831,korean
9134,indian
49500,indian
45456,mexican
47506,british
43238,french
43910,french
36829,thai
2771,italian
14712,french
37718,mexican
5264,french
26273,french
48641,italian
46990,indian
26575,indian
43906,italian
30518,mexican
45950,southern_us
15967,southern_us
25115,mexican
15112,italian
34860,cajun_creole
32100,italian
11239,japanese
809,italian
9212,italian
34741,southern_us
29409,mexican
39986,french
21487,italian
36981,italian
19115,indian
37110,mexican
36185,chinese
26244,korean
18026,filipino
36961,italian
14384,mexican
6039,british
31871,italian
35841,mexican
16074,french
39180,southern_us
19331,italian
8658,italian
49574,italian
25237,mexican
6947,italian
5309,italian
35914,italian
14715,french
47994,british
11508,japanese
41662,greek
39047,indian
22933,french
5016,japanese
49449,italian
39029,southern_us
1721,indian
41864,italian
17358,mexican
36847,mexican
34812,italian
5486,southern_us
2492,chinese
45624,mexican
7576,italian
34773,korean
16904,chinese
4279,mexican
38068,french
7370,indian
23586,indian
48790,mexican
26717,southern_us
32749,italian
42536,chinese
5372,french
37143,southern_us
37244,italian
27674,japanese
778,japanese
14686,italian
9274,mexican
37769,italian
12871,italian
38528,mexican
32968,irish
6275,italian
4732,french
9452,indian
29194,indian
16627,british
5127,japanese
26447,indian
11489,indian
23884,french
14545,moroccan
19620,mexican
9771,irish
21265,french
38249,italian
3483,southern_us
21262,italian
14605,korean
9448,indian
15750,italian
6413,italian
17585,chinese
10057,italian
29462,southern_us
18943,italian
22591,mexican
32048,british
32249,italian
39578,japanese
21724,italian
27119,southern_us
25094,filipino
41200,british
33033,chinese
21389,italian
49103,italian
12519,italian
26913,indian
12460,italian
3397,mexican
3502,chinese
42877,cajun_creole
249,mexican
46008,french
14185,mexican
20873,italian
11722,southern_us
24883,indian
3932,italian
25728,southern_us
16428,italian
7887,mexican
48364,japanese
47197,french
28640,mexican
16758,chinese
39135,italian
33302,italian
23677,mexican
25509,mexican
35746,korean
46195,italian
19788,brazilian
18888,indian
21153,french
44672,french
48707,italian
2232,southern_us
36081,vietnamese
948,italian
24512,indian
24382,french
40648,french
48886,southern_us
21967,italian
40119,italian
38221,indian
49494,cajun_creole
17286,italian
10421,mexican
13088,italian
34348,french
15405,french
15218,italian
40233,mexican
26098,spanish
17221,mexican
25198,indian
22532,mexican
41563,british
2554,british
38170,mexican
29476,greek
33384,spanish
5770,japanese
5628,chinese
44069,italian
18530,italian
22369,thai
9498,italian
26476,french
29939,italian
9336,southern_us
26377,italian
18442,indian
13470,italian
34689,southern_us
11016,southern_us
28985,irish
25293,indian
569,southern_us
29992,japanese
20363,italian
6981,southern_us
30154,french
39960,southern_us
25975,italian
4029,indian
49081,italian
7493,italian
10393,mexican
6915,italian
42310,indian
15612,mexican
23160,french
37897,british
44731,british
3460,italian
29855,italian
31140,korean
4481,indian
30882,french
511,korean
1120,italian
42651,mexican
18209,southern_us
38368,chinese
31783,vietnamese
37589,italian
17752,japanese
37020,indian
19503,italian
2718,mexican
28365,mexican
45843,indian
4514,filipino
4311,italian
41356,italian
12022,french
6846,mexican
8983,indian
47589,southern_us
14859,southern_us
20035,french
732,thai
38568,italian
10871,mexican
42540,indian
48782,irish
17988,italian
8147,chinese
32029,indian
25598,italian
8695,filipino
11213,mexican
21053,italian
29154,southern_us
33691,korean
32129,italian
43787,french
40642,italian
39782,southern_us
38430,italian
33438,italian
31602,southern_us
17581,french
25169,southern_us
35755,italian
33544,mexican
34252,chinese
30764,italian
44946,italian
716,mexican
24668,italian
24270,chinese
13165,italian
33758,italian
3090,vietnamese
43987,french
39021,italian
44460,italian
29876,southern_us
17737,italian
36772,indian
18174,french
20924,southern_us
39098,italian
32571,mexican
26957,italian
11363,mexican
20736,vietnamese
42639,filipino
43350,indian
15451,italian
45175,mexican
5652,french
1569,japanese
39036,chinese
13673,japanese
1550,mexican
38553,filipino
38594,mexican
3220,italian
24686,mexican
10863,italian
46683,greek
5113,mexican
34967,italian
15420,italian
9607,southern_us
7190,mexican
7482,italian
3928,british
11288,mexican
1948,indian
6590,french
20275,mexican
14212,southern_us
47990,italian
36653,italian
22436,italian
34790,french
45752,italian
19159,mexican
14515,italian
27510,french
38699,italian
34959,french
7206,indian
2316,italian
18823,mexican
1909,italian
48313,cajun_creole
5844,french
29975,italian
41091,indian
9532,french
46569,french
10399,indian
42934,southern_us
2688,mexican
27095,italian
12476,indian
23070,mexican
9837,italian
45829,southern_us
31887,southern_us
28518,southern_us
47168,italian
45321,mexican
20662,italian
9699,mexican
41018,french
705,french
42898,italian
633,indian
31443,indian
18613,mexican
19060,southern_us
17845,italian
1534,vietnamese
41786,french
31656,brazilian
17330,italian
7048,french
7938,british
46208,french
33759,italian
5526,mexican
26943,mexican
20701,italian
35701,filipino
36687,italian
21401,southern_us
376,french
6980,italian
39402,italian
43095,mexican
18576,italian
39720,indian
17526,southern_us
27549,italian
27123,italian
22979,southern_us
46113,mexican
31557,mexican
20414,brazilian
14487,chinese
24881,italian
17955,irish
39109,italian
35576,french
25876,italian
24669,mexican
22261,korean
832,chinese
29742,italian
21381,jamaican
34322,french
7224,japanese
17978,indian
9438,mexican
9458,japanese
41045,indian
34614,mexican
16651,italian
8230,mexican
39372,italian
39357,southern_us
44341,mexican
42052,french
45208,italian
28626,southern_us
48345,french
37791,brazilian
15227,chinese
24053,japanese
17716,southern_us
6087,southern_us
28000,french
4320,italian
21783,italian
16148,mexican
47562,italian
31541,italian
43574,french
45475,italian
16953,southern_us
5239,french
4595,mexican
37279,french
33264,italian
30484,italian
9200,french
7457,chinese
42413,japanese
18484,vietnamese
20985,mexican
29503,italian
45242,italian
46953,filipino
13948,mexican
1623,italian
33251,italian
6148,italian
30392,southern_us
144,chinese
20602,southern_us
48085,southern_us
14896,southern_us
47518,thai
29161,indian
39363,mexican
694,french
3887,italian
12671,southern_us
31117,mexican
14714,mexican
29993,thai
20639,italian
17665,greek
3969,indian
11014,mexican
19530,southern_us
17271,mexican
30457,italian
22989,mexican
45756,indian
20297,japanese
10942,mexican
35686,mexican
13032,italian
7951,chinese
20432,italian
17971,mexican
4128,southern_us
7589,mexican
18816,chinese
12650,chinese
418,french
36366,italian
32991,mexican
6424,italian
8134,indian
39280,southern_us
3091,french
23382,italian
34090,italian
23320,italian
14962,french
42047,mexican
44805,mexican
36584,indian
3016,indian
6391,indian
38188,italian
1784,mexican
18300,indian
3856,italian
41841,indian
16837,italian
23687,southern_us
38118,indian
27801,chinese
17096,chinese
20235,italian
13288,southern_us
26749,italian
19084,mexican
35200,chinese
41073,italian
28016,indian
18431,southern_us
22228,japanese
27456,italian
325,italian
6543,italian
7062,southern_us
49221,french
44536,italian
24865,indian
26543,japanese
10096,italian
38273,italian
6710,jamaican
49243,italian
19624,italian
24435,cajun_creole
14883,italian
22516,southern_us
587,french
40539,mexican
11208,italian
18273,mexican
22762,japanese
13300,italian
42245,italian
14177,greek
4184,moroccan
14277,southern_us
41308,italian
34438,italian
9805,korean
38007,italian
23919,indian
13945,mexican
32279,french
17456,southern_us
47941,southern_us
32310,italian
44442,italian
14163,indian
27573,italian
777,french
44116,southern_us
13347,mexican
29348,japanese
14219,southern_us
39983,italian
33682,italian
21443,french
47642,cajun_creole
1759,indian
1205,southern_us
4794,italian
17408,italian
34666,mexican
40237,greek
13778,italian
41289,italian
3560,french
35830,mexican
11151,southern_us
12789,cajun_creole
21166,italian
24716,french
25586,mexican
11046,southern_us
31793,chinese
28746,italian
7226,mexican
30991,french
47476,irish
30626,southern_us
49367,indian
35754,indian
4247,chinese
49423,italian
22295,french
2749,chinese
685,french
30988,french
46285,italian
40492,mexican
22264,italian
15921,mexican
388,chinese
33121,japanese
35685,french
4416,italian
17725,italian
39525,mexican
27034,italian
28470,italian
38953,mexican
20045,french
12896,mexican
39573,greek
8838,brazilian
15399,mexican
39439,mexican
26837,japanese
41220,french
35968,chinese
24335,vietnamese
10983,japanese
5516,southern_us
38894,vietnamese
11887,greek
31306,southern_us
38578,indian
3561,french
45095,indian
30969,italian
14389,southern_us
29670,chinese
40995,southern_us
33629,southern_us
10616,italian
30886,italian
18995,indian
31098,filipino
34607,italian
48989,french
44542,japanese
47075,italian
19228,italian
2685,southern_us
11686,british
9610,mexican
30405,italian
43666,mexican
32892,italian
44741,indian
6791,italian
440,italian
22693,mexican
24328,japanese
13800,korean
23873,italian
12767,southern_us
5929,mexican
20645,mexican
20999,cajun_creole
29995,french
35223,italian
22414,greek
23410,chinese
36558,japanese
13704,french
41952,indian
46915,cajun_creole
47170,southern_us
2295,moroccan
46128,cajun_creole
48349,italian
1482,italian
26589,british
9418,italian
31356,italian
16052,indian
43594,mexican
29099,mexican
23472,italian
34914,italian
19404,thai
28299,italian
12314,french
6047,mexican
37581,italian
12750,filipino
17498,japanese
7694,italian
14531,filipino
26628,mexican
8205,italian
25101,italian
29045,italian
20917,indian
8311,greek
10213,japanese
15241,vietnamese
46132,french
15349,indian
22580,mexican
47335,italian
17759,cajun_creole
27633,spanish
42313,mexican
47272,thai
4553,mexican
15235,mexican
34102,french
21227,british
9782,indian
6913,italian
11944,chinese
19035,italian
9848,mexican
42745,italian
40846,italian
27618,mexican
41067,mexican
13555,french
18063,mexican
16962,italian
8415,french
19041,cajun_creole
38889,italian
32528,thai
21750,italian
11344,chinese
27945,chinese
37025,japanese
789,mexican
25084,chinese
6024,italian
14741,indian
20468,indian
26963,french
1451,indian
27745,southern_us
31347,southern_us
46592,japanese
38107,indian
5987,southern_us
1808,french
23783,greek
28618,italian
36764,indian
11326,mexican
3020,japanese
24326,italian
34002,indian
11499,french
9268,italian
49368,japanese
44720,chinese
13127,italian
34494,italian
48382,thai
18585,italian
40052,japanese
46321,irish
49561,southern_us
9453,mexican
19555,mexican
17833,italian
10196,southern_us
35996,indian
22530,southern_us
44176,southern_us
2669,indian
10896,indian
7343,italian
46255,french
27043,italian
20998,french
12357,indian
36339,italian
45086,mexican
37690,southern_us
37829,brazilian
3537,mexican
5150,southern_us
13,southern_us
44579,southern_us
8749,vietnamese
131,mexican
44306,mexican
19202,italian
21300,mexican
27286,italian
18297,italian
4388,italian
22234,greek
7359,italian
39947,italian
6855,french
46057,indian
33950,italian
36009,southern_us
23732,italian
21316,mexican
32806,cajun_creole
34343,jamaican
11973,french
2380,mexican
30667,italian
42364,indian
30258,italian
34109,indian
5265,italian
123,mexican
12498,italian
23713,mexican
25176,italian
28576,indian
32563,mexican
38829,indian
3835,italian
1960,southern_us
43991,southern_us
45136,indian
41554,french
10118,indian
43827,mexican
32583,mexican
31949,italian
23574,chinese
28211,cajun_creole
21793,southern_us
25914,mexican
34735,italian
26071,chinese
9476,italian
29443,southern_us
16966,japanese
6457,indian
25882,italian
48390,greek
28356,southern_us
15699,british
2090,italian
4686,italian
27937,italian
25560,mexican
38937,italian
48670,italian
2547,french
17442,southern_us
28669,italian
4410,indian
36917,chinese
46755,italian
25321,british
47019,chinese
33077,cajun_creole
11593,italian
44295,mexican
46632,chinese
18503,southern_us
29030,british
32516,french
35128,southern_us
41715,french
49185,indian
35517,italian
13909,southern_us
36886,southern_us
29304,mexican
29577,indian
24570,southern_us
29466,chinese
10724,indian
30026,french
37133,indian
29346,japanese
32871,thai
46420,cajun_creole
29083,italian
4402,italian
15877,italian
33448,french
3541,italian
27704,indian
28658,italian
23793,italian
11040,japanese
28419,italian
37086,italian
13965,indian
28674,mexican
5645,southern_us
20756,mexican
15548,french
14495,french
11989,italian
47482,southern_us
14101,mexican
1289,indian
49473,southern_us
39161,italian
14452,italian
31489,indian
15599,italian
28440,italian
33624,italian
24090,indian
16137,italian
4819,french
1377,southern_us
47636,mexican
25907,chinese
35894,mexican
20315,mexican
27199,jamaican
34055,italian
26938,italian
5734,mexican
32241,italian
2163,british
20340,cajun_creole
6278,japanese
49404,british
36731,southern_us
29165,italian
24932,indian
6591,italian
14644,mexican
43518,french
28979,chinese
45821,italian
26627,french
39139,southern_us
3026,indian
13204,italian
762,chinese
28036,italian
46514,mexican
34536,italian
36484,indian
5676,mexican
13715,french
43019,mexican
2471,mexican
34065,italian
39362,italian
4987,italian
28414,indian
8710,italian
6610,italian
28847,indian
10560,indian
32993,italian
16912,mexican
35262,italian
46936,brazilian
14553,italian
17471,korean
22897,italian
2789,mexican
3897,irish
22751,italian
16566,japanese
23033,southern_us
30500,chinese
13018,indian
13077,italian
9177,indian
16012,italian
5293,mexican
35451,southern_us
5591,italian
44443,mexican
36811,italian
7031,indian
11475,italian
5556,indian
33728,indian
46703,british
41776,italian
4099,italian
4251,mexican
29381,italian
30300,chinese
27494,italian
48254,japanese
32789,mexican
44569,japanese
44160,italian
18762,mexican
23808,italian
11875,moroccan
35843,indian
4948,indian
34713,vietnamese
8352,french
28407,mexican
3506,southern_us
44338,indian
38464,italian
1139,italian
12287,indian
27031,italian
42153,french
42686,indian
44415,italian
10072,southern_us
8618,italian
14153,mexican
23825,italian
21440,italian
13366,italian
24979,filipino
33437,southern_us
4864,japanese
33017,italian
15122,japanese
42731,southern_us
8281,mexican
2812,southern_us
30683,southern_us
24249,french
12169,southern_us
28629,italian
32774,indian
15181,italian
44314,mexican
37583,southern_us
28069,indian
33503,filipino
24015,french
39333,chinese
13414,italian
4855,italian
6512,italian
21974,french
9062,italian
6243,french
10675,mexican
35788,italian
37372,chinese
28810,chinese
23045,italian
21296,southern_us
33484,indian
30045,chinese
17354,indian
30061,indian
41671,mexican
13160,indian
43260,southern_us
43992,chinese
16117,italian
30403,greek
37331,indian
5456,southern_us
26893,irish
44470,french
38130,italian
9361,mexican
19320,french
3545,korean
25778,italian
34074,chinese
34216,indian
38817,spanish
20749,mexican
31535,italian
2052,cajun_creole
18186,mexican
49595,french
47592,italian
26011,italian
23403,indian
8005,italian
19517,british
10157,mexican
47071,french
22469,italian
26224,italian
29482,southern_us
8227,chinese
12580,british
26385,french
49610,french
6446,italian
1766,mexican
19538,japanese
44811,mexican
16844,mexican
28777,italian
28282,italian
15025,italian
35345,southern_us
21527,japanese
26997,indian
40454,chinese
2828,greek
18980,chinese
13604,mexican
9911,mexican
49684,chinese
5056,mexican
2990,indian
32016,cajun_creole
37476,italian
33761,chinese
20280,british
19266,greek
17492,italian
29376,southern_us
39788,mexican
606,korean
28514,brazilian
8497,chinese
14688,italian
6514,indian
22222,mexican
40303,mexican
23173,brazilian
26842,italian
38197,southern_us
6680,indian
11165,mexican
10077,vietnamese
10703,indian
32046,british
40961,southern_us
35596,indian
1653,indian
3886,french
14121,italian
36351,vietnamese
32915,italian
5386,indian
40215,mexican
183,italian
24641,mexican
47715,mexican
34390,italian
712,italian
12535,chinese
49435,french
30517,southern_us
3489,french
1636,chinese
30044,mexican
24095,mexican
22105,italian
24627,japanese
38840,mexican
9246,italian
32088,mexican
38769,brazilian
5657,french
15325,chinese
28603,italian
42188,italian
30446,italian
1757,japanese
32710,british
2136,british
27690,indian
35074,brazilian
48873,mexican
39277,southern_us
28708,french
45762,italian
37933,italian
4491,italian
35597,mexican
15163,french
25745,italian
49614,mexican
41946,french
6372,italian
39604,cajun_creole
42983,japanese
19983,indian
21892,moroccan
20647,italian
47368,japanese
3557,indian
41749,italian
31498,italian
19271,southern_us
15640,french
26181,italian
22491,brazilian
31939,indian
35961,italian
9811,southern_us
40599,indian
40190,mexican
16581,italian
22637,chinese
37123,italian
36020,cajun_creole
2226,italian
43012,french
13134,italian
18749,french
1692,southern_us
10138,irish
25235,british
13955,italian
42655,mexican
12415,italian
7502,italian
27394,southern_us
44210,mexican
5331,southern_us
25173,italian
48988,southern_us
20735,vietnamese
22048,italian
27644,mexican
43242,mexican
28368,indian
2429,italian
25477,mexican
30938,mexican
29877,italian
30451,mexican
48987,thai
17989,french
13439,french
33444,italian
38794,indian
37227,italian
39679,french
34234,italian
38038,chinese
7274,italian
18018,italian
11450,mexican
48160,indian
21288,italian
34704,french
46684,italian
7049,mexican
9116,mexican
22485,french
6346,indian
40269,italian
35850,chinese
1429,french
19739,italian
38972,italian
39570,italian
43463,italian
21757,italian
36070,italian
40550,mexican
22914,thai
15074,italian
41576,mexican
46372,italian
8751,french
47378,italian
21143,japanese
3818,indian
48486,italian
23388,italian
37216,indian
13142,cajun_creole
828,italian
18468,indian
25554,mexican
9863,italian
12771,korean
3066,italian
35442,mexican
25696,italian
38136,italian
35825,italian
28933,mexican
34629,southern_us
22169,italian
7028,korean
37204,mexican
16980,italian
27356,chinese
11736,italian
1632,british
1073,southern_us
8236,irish
42866,italian
30904,thai
35258,italian
17290,italian
35929,southern_us
46072,chinese
46763,french
47664,italian
45625,french
31177,mexican
33941,mexican
12272,british
48146,italian
11812,italian
42795,mexican
14372,italian
2964,mexican
9236,southern_us
18992,chinese
30902,italian
30939,italian
20108,italian
6562,indian
46412,japanese
8034,french
37521,southern_us
46651,italian
32493,filipino
3251,italian
31825,southern_us
2676,southern_us
32140,italian
5326,brazilian
38240,italian
45874,chinese
17253,indian
25292,southern_us
48666,indian
49278,mexican
47903,british
42062,indian
27885,italian
21229,indian
47629,italian
16695,indian
5355,southern_us
45369,mexican
25736,southern_us
29882,french
38900,mexican
1508,southern_us
2526,italian
16563,mexican
49060,french
31448,southern_us
36746,vietnamese
1280,southern_us
41950,brazilian
25948,moroccan
35444,chinese
2881,british
44080,southern_us
4446,french
47106,indian
15521,korean
44359,southern_us
48967,french
1599,italian
44514,italian
7140,italian
27656,cajun_creole
35581,italian
6359,korean
41639,mexican
42680,french
31520,mexican
47846,italian
7993,italian
2996,italian
27737,vietnamese
27427,italian
3734,italian
44673,japanese
43924,japanese
18628,italian
3596,filipino
37666,southern_us
14633,italian
36259,indian
19752,mexican
16697,french
9550,moroccan
20813,southern_us
34356,italian
3583,southern_us
14148,chinese
28329,italian
166,mexican
12368,french
32261,indian
35306,southern_us
1414,japanese
45051,italian
20767,mexican
23450,italian
404,italian
527,japanese
25416,vietnamese
25409,southern_us
34603,chinese
20266,mexican
9513,french
7794,italian
19429,indian
11328,italian
49242,mexican
40411,chinese
46424,italian
1634,southern_us
47221,mexican
3963,southern_us
15515,mexican
6735,mexican
41899,southern_us
36222,italian
24468,italian
9876,french
33614,southern_us
42279,italian
46846,french
34711,mexican
39556,brazilian
1064,southern_us
30080,italian
6076,italian
5670,italian
44525,indian
19743,indian
36205,french
9030,italian
39755,japanese
39434,japanese
37803,moroccan
30053,italian
11661,italian
17918,french
44237,southern_us
38536,southern_us
47369,irish
6108,mexican
16807,indian
41329,irish
33582,korean
9570,mexican
47129,italian
14268,italian
8395,indian
38977,mexican
22716,southern_us
25753,southern_us
12018,mexican
31659,chinese
21149,italian
10328,indian
33585,italian
29192,italian
46733,mexican
12887,cajun_creole
24354,french
39237,italian
19430,japanese
39895,italian
34566,italian
17889,japanese
40652,mexican
31395,italian
35908,mexican
18341,mexican
17745,mexican
40560,mexican
25097,italian
31430,indian
25484,italian
43668,southern_us
2184,indian
12106,chinese
25747,indian
11423,italian
22403,french
2880,indian
15445,italian
9825,italian
31607,italian
9341,italian
2406,italian
28466,italian
8619,italian
16097,italian
11652,mexican
16852,french
29111,italian
33602,mexican
35,mexican
47741,italian
39820,southern_us
25332,korean
5720,french
19634,french
34851,chinese
14117,chinese
12195,british
33665,italian
46228,italian
15964,italian
47502,chinese
41865,british
46055,french
8863,mexican
48658,italian
42251,french
33164,italian
24526,southern_us
39431,southern_us
3893,southern_us
34175,southern_us
6727,french
17230,mexican
24579,mexican
15873,french
3703,mexican
27030,southern_us
9149,italian
16152,italian
49665,italian
27036,italian
8341,italian
30384,indian
32883,french
29047,mexican
31964,indian
7011,italian
46301,british
3495,italian
11949,mexican
975,french
15529,indian
15372,mexican
5176,italian
13631,italian
42028,italian
4936,spanish
26471,cajun_creole
43833,chinese
47933,southern_us
38373,mexican
5780,filipino
46303,italian
27308,southern_us
10340,french
48900,southern_us
876,italian
10446,southern_us
15082,mexican
31706,chinese
24885,southern_us
34944,mexican
7917,italian
5923,indian
44272,italian
41074,italian
381,italian
16053,italian
37470,southern_us
23027,indian
42078,italian
13183,italian
14828,indian
15394,mexican
46300,french
38963,mexican
679,italian
34558,japanese
31528,mexican
45629,french
5034,mexican
35031,mexican
13237,mexican
42339,southern_us
3911,italian
20409,italian
24741,italian
18381,indian
7572,italian
24226,italian
19945,mexican
31809,southern_us
17903,italian
48664,cajun_creole
14122,italian
3175,mexican
3403,mexican
11062,mexican
16629,mexican
11349,french
14353,mexican
25633,italian
11424,mexican
36024,mexican
7151,mexican
12777,mexican
34289,southern_us
13904,southern_us
40792,french
11649,british
227,italian
10396,italian
6559,korean
14195,indian
21511,southern_us
431,korean
5651,southern_us
20754,indian
24905,indian
16731,korean
9006,greek
43909,italian
28526,italian
31141,french
39787,mexican
35320,mexican
25077,chinese
2902,italian
34305,indian
6174,southern_us
24695,greek
12211,italian
13227,chinese
728,irish
21635,indian
14011,southern_us
5861,italian
9976,italian
49218,korean
27684,mexican
11095,chinese
47314,italian
41901,italian
5859,southern_us
3947,mexican
14030,italian
10056,italian
39408,italian
35283,indian
13994,vietnamese
36302,british
16113,korean
47207,french
36198,mexican
21134,indian
49070,italian
8030,italian
31802,mexican
36511,brazilian
7785,italian
38965,italian
31453,italian
43100,mexican
32307,british
45405,italian
28532,british
16092,southern_us
29029,italian
5596,italian
11369,indian
37436,mexican
2421,italian
22070,mexican
10600,southern_us
11150,italian
29257,italian
38540,southern_us
18998,mexican
39974,french
2159,southern_us
19679,italian
44146,southern_us
36086,japanese
20676,indian
39779,japanese
33522,mexican
498,italian
45937,mexican
41501,british
44156,japanese
5643,indian
35874,italian
24413,mexican
47297,british
10073,indian
4798,mexican
7802,italian
3970,indian
24416,mexican
13072,french
29046,french
12898,french
24957,italian
18725,chinese
46929,southern_us
23140,italian
30516,chinese
34081,vietnamese
12927,italian
44088,french
20785,italian
16672,southern_us
5400,italian
30322,italian
17272,italian
9797,italian
14795,mexican
7619,french
42124,french
23249,chinese
44158,japanese
17462,southern_us
3580,italian
9896,mexican
29669,italian
30625,irish
7685,italian
7632,southern_us
28349,vietnamese
4510,mexican
35383,brazilian
18569,italian
11379,french
9434,italian
37774,southern_us
33651,italian
47017,italian
31874,italian
26733,british
20962,chinese
1467,french
11173,indian
12949,southern_us
11565,southern_us
29756,mexican
25577,cajun_creole
36779,japanese
10974,southern_us
42163,southern_us
15337,french
23242,italian
7952,indian
27424,mexican
3816,southern_us
27190,italian
43764,french
17714,french
30022,french
33281,mexican
43503,southern_us
27385,thai
2396,italian
25387,italian
1017,mexican
18852,indian
14861,french
47487,italian
46015,chinese
12684,italian
12588,french
33061,chinese
38952,italian
20915,indian
34732,italian
48656,indian
38736,mexican
20374,indian
18664,mexican
15638,southern_us
10458,french
47980,southern_us
43084,italian
4534,southern_us
26269,french
23498,vietnamese
5053,southern_us
5010,italian
49028,mexican
36714,chinese
21490,mexican
8448,korean
49408,japanese
28982,italian
20207,southern_us
37751,irish
42412,moroccan
47466,southern_us
40672,chinese
47821,mexican
42090,french
10019,jamaican
45793,southern_us
32933,mexican
48283,indian
19798,greek
41233,mexican
37147,italian
26516,southern_us
4305,southern_us
30883,italian
31677,italian
25378,italian
40122,southern_us
20889,french
10994,chinese
29311,italian
46431,french
17648,italian
32111,chinese
15728,southern_us
16960,italian
23535,french
29667,mexican
31729,british
41910,italian
13996,italian
21089,indian
32705,italian
42847,mexican
26201,mexican
26813,brazilian
32471,italian
44990,french
17237,chinese
39403,japanese
15652,mexican
